pattern,support,sequences
"[0, 0, 0, 14, 14]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 6, 6, 6]",5,"[0, 1, 2, 3, 4]"
"[24, 1, 1, 1, 1]",5,"[0, 4, 5, 8, 9]"
"[5, 5, 5, 5, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 8, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[7, 7, 7, 7, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 8, 8]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[4, 6, 6, 6, 6]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[3, 3, 3, 3, 16]",5,"[2, 4, 6, 7, 9]"
"[5, 5, 5, 5, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 9, 9]",7,"[0, 2, 3, 5, 7, 8, 9]"
"[11, 4, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 6, 5, 5, 5]",7,"[0, 3, 5, 6, 7, 8, 9]"
"[1, 1, 1, 12, 12]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 19]",6,"[1, 2, 4, 5, 8, 9]"
"[7, 5, 5, 5, 5]",8,"[0, 1, 2, 3, 4, 5, 6, 8]"
"[3, 3, 3, 3, 15]",3,"[2, 4, 7]"
"[3, 3, 7, 7, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 4, 11]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[3, 6, 6, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[19, 2, 2, 2, 2]",9,"[0, 1, 2, 3, 4, 5, 7, 8, 9]"
"[6, 6, 6, 6, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[23, 1, 1, 1, 1]",4,"[1, 4, 7, 9]"
"[15, 3, 3, 3, 3]",8,"[0, 1, 4, 5, 6, 7, 8, 9]"
"[9, 9, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[12, 12, 1, 1, 1]",9,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 23]",6,"[0, 1, 4, 5, 8, 9]"
"[0, 0, 9, 9, 9]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[7, 7, 7, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[9, 9, 9, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 6, 6]",5,"[0, 1, 2, 3, 4]"
"[10, 4, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 7, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 13, 13]",9,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 5, 5, 5, 5]",7,"[0, 3, 5, 6, 7, 8, 9]"
"[5, 5, 5, 5, 6]",5,"[0, 1, 2, 3, 4]"
"[2, 2, 2, 10, 10]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[10, 10, 2, 2, 2]",7,"[0, 1, 2, 4, 5, 7, 8]"
"[7, 7, 4, 4, 4]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[1, 1, 8, 8, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 8, 8, 1, 1]",6,"[0, 3, 4, 6, 7, 9]"
"[6, 6, 6, 4, 4]",5,"[0, 1, 3, 4, 5]"
"[6, 6, 6, 6, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 14]",4,"[5, 6, 8, 9]"
"[2, 6, 6, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 4, 10]",7,"[0, 2, 3, 4, 5, 7, 8]"
"[14, 3, 3, 3, 3]",4,"[3, 4, 6, 7]"
"[13, 13, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[22, 1, 1, 1, 1]",4,"[1, 4, 5, 6]"
"[4, 4, 6, 6, 6]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[11, 11, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[9, 4, 4, 4, 4]",9,"[0, 1, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 8, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 4, 9]",5,"[0, 3, 4, 5, 6]"
"[1, 1, 1, 11, 11]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 6, 6, 6, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[13, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 8, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 7, 7, 7]",9,"[0, 1, 2, 3, 4, 5, 7, 8, 9]"
"[17, 2, 2, 2, 2]",4,"[0, 2, 5, 8]"
"[0, 0, 0, 0, 25]",3,"[0, 5, 7]"
"[1, 6, 6, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[7, 7, 7, 2, 2]",8,"[0, 1, 2, 3, 4, 5, 6, 7]"
"[3, 3, 3, 3, 13]",4,"[0, 3, 5, 7]"
"[3, 3, 3, 3, 12]",8,"[0, 1, 2, 3, 4, 5, 7, 8]"
"[12, 3, 3, 3, 3]",3,"[3, 5, 7]"
"[3, 3, 6, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[9, 9, 2, 2, 2]",8,"[0, 1, 2, 3, 4, 5, 8, 9]"
"[4, 4, 4, 4, 8]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[6, 6, 6, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 5, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 6, 6, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 8, 8, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 8, 8, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 16]",4,"[1, 2, 3, 4]"
"[6, 6, 4, 4, 4]",5,"[0, 1, 3, 4, 5]"
"[0, 0, 0, 0, 24]",6,"[1, 2, 4, 6, 7, 8]"
"[16, 2, 2, 2, 2]",3,"[2, 4, 5]"
"[8, 4, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 6, 6]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[4, 5, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[12, 12, 0, 0, 0]",8,"[0, 1, 2, 3, 4, 5, 6, 7]"
"[24, 0, 0, 0, 0]",6,"[2, 4, 5, 7, 8, 9]"
"[2, 2, 2, 9, 9]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 6, 6, 6, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 12, 12]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[10, 10, 1, 1, 1]",8,"[0, 1, 3, 4, 5, 6, 7, 8]"
"[11, 3, 3, 3, 3]",3,"[0, 5, 6]"
"[3, 3, 3, 3, 11]",6,"[0, 2, 3, 5, 6, 8]"
"[19, 1, 1, 1, 1]",4,"[0, 3, 4, 7]"
"[7, 4, 4, 4, 4]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[3, 5, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[7, 7, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 4, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 10, 10]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 7, 7, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 7, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 0, 23]",7,"[0, 1, 3, 4, 5, 8, 9]"
"[5, 5, 5, 5, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[23, 0, 0, 0, 0]",5,"[0, 1, 4, 6, 8]"
"[15, 2, 2, 2, 2]",3,"[5, 7, 9]"
"[7, 7, 7, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 14]",6,"[0, 1, 2, 4, 7, 9]"
"[0, 0, 0, 0, 22]",4,"[3, 4, 5, 7]"
"[5, 5, 5, 5, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 8, 2, 2, 2]",9,"[0, 1, 3, 4, 5, 6, 7, 8, 9]"
"[2, 5, 5, 5, 5]",9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
"[2, 2, 6, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 18]",4,"[1, 3, 5, 9]"
"[6, 4, 4, 4, 4]",5,"[0, 1, 3, 4, 5]"
"[4, 4, 4, 4, 6]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[2, 2, 2, 8, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[14, 2, 2, 2, 2]",8,"[0, 1, 2, 4, 5, 7, 8, 9]"
"[10, 3, 3, 3, 3]",7,"[0, 1, 2, 3, 4, 5, 7]"
"[6, 6, 6, 2, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 10]",6,"[0, 1, 3, 4, 6, 7]"
"[11, 11, 0, 0, 0]",8,"[0, 1, 2, 3, 4, 5, 8, 9]"
"[0, 0, 0, 11, 11]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 4, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 13]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 9, 9]",6,"[0, 4, 5, 6, 7, 9]"
"[1, 1, 1, 1, 17]",4,"[0, 6, 8, 9]"
"[9, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 5, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 6, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 9]",7,"[0, 2, 3, 5, 7, 8, 9]"
"[0, 0, 7, 7, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[7, 7, 7, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 4, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 5, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[17, 1, 1, 1, 1]",8,"[0, 1, 3, 4, 5, 6, 8, 9]"
"[13, 2, 2, 2, 2]",6,"[0, 4, 5, 6, 8, 9]"
"[9, 9, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 6, 6, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[7, 7, 2, 2, 2]",8,"[0, 1, 2, 3, 4, 5, 6, 7]"
"[10, 10, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 10, 10]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 7, 7]",9,"[0, 1, 2, 3, 4, 5, 7, 8, 9]"
"[2, 2, 2, 2, 12]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 6, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 5, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 5, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[12, 2, 2, 2, 2]",6,"[1, 2, 4, 5, 6, 7]"
"[2, 2, 2, 2, 11]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 0, 19]",8,"[1, 2, 3, 4, 5, 6, 7, 9]"
"[3, 4, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 5, 5, 5]",9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
"[19, 0, 0, 0, 0]",4,"[0, 2, 3, 9]"
"[11, 2, 2, 2, 2]",4,"[0, 4, 5, 8]"
"[4, 4, 4, 4, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 8, 1, 1, 1]",6,"[0, 3, 4, 6, 7, 9]"
"[1, 1, 1, 8, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 15]",3,"[0, 3, 6]"
"[7, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 2, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[9, 9, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 14]",5,"[0, 1, 4, 5, 7]"
"[10, 2, 2, 2, 2]",7,"[0, 1, 2, 4, 5, 7, 8]"
"[3, 3, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 10]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[18, 0, 0, 0, 0]",9,"[0, 1, 2, 3, 4, 5, 7, 8, 9]"
"[6, 6, 6, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 9, 9]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 6, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 6, 2, 2, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 0, 18]",7,"[0, 2, 3, 4, 5, 7, 9]"
"[4, 4, 4, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 4, 4, 4, 4]",7,"[0, 1, 2, 3, 4, 5, 9]"
"[4, 4, 4, 4, 2]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[14, 1, 1, 1, 1]",5,"[0, 1, 5, 7, 8]"
"[17, 0, 0, 0, 0]",7,"[0, 1, 4, 5, 6, 8, 9]"
"[2, 2, 2, 2, 9]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 5, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 4, 4, 4, 4]",9,"[0, 1, 2, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[13, 1, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[9, 2, 2, 2, 2]",8,"[0, 1, 2, 3, 4, 5, 8, 9]"
"[7, 7, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 7, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 0, 17]",5,"[0, 6, 7, 8, 9]"
"[4, 4, 4, 4, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 13]",6,"[0, 1, 4, 5, 6, 8]"
"[2, 2, 4, 4, 4]",7,"[0, 1, 2, 3, 4, 5, 9]"
"[12, 1, 1, 1, 1]",9,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 2, 2, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 2, 2]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[1, 1, 1, 1, 12]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 4, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 8, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 5, 5]",9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
"[8, 8, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 2, 2, 2, 2]",9,"[0, 1, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 0, 16]",5,"[0, 3, 6, 7, 9]"
"[0, 4, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[16, 0, 0, 0, 0]",4,"[2, 4, 5, 8]"
"[7, 2, 2, 2, 2]",8,"[0, 1, 2, 3, 4, 5, 6, 7]"
"[5, 5, 5, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 6, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[11, 1, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 7]",9,"[0, 1, 2, 3, 4, 5, 7, 8, 9]"
"[15, 0, 0, 0, 0]",3,"[4, 7, 9]"
"[0, 0, 0, 0, 15]",7,"[1, 2, 4, 5, 6, 7, 9]"
"[1, 1, 1, 1, 11]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 5, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[14, 0, 0, 0, 0]",9,"[0, 1, 2, 3, 4, 5, 7, 8, 9]"
"[3, 3, 3, 3, 2]",7,"[0, 2, 3, 4, 5, 8, 9]"
"[1, 1, 4, 4, 4]",9,"[0, 1, 2, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 2, 2, 2]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[0, 0, 0, 7, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 10]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 4, 4]",7,"[0, 1, 2, 3, 4, 5, 9]"
"[6, 2, 2, 2, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[10, 1, 1, 1, 1]",8,"[0, 1, 3, 4, 5, 6, 7, 8]"
"[2, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 0, 14]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[7, 7, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[13, 0, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[9, 1, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 3, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 2, 2, 2, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 0, 13]",9,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 2, 2]",7,"[0, 2, 3, 4, 5, 8, 9]"
"[2, 2, 2, 2, 5]",9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
"[5, 5, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 9]",6,"[0, 4, 5, 6, 7, 9]"
"[3, 3, 2, 2, 2]",7,"[0, 2, 3, 4, 5, 8, 9]"
"[4, 2, 2, 2, 2]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[0, 0, 0, 6, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 4, 4, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[12, 0, 0, 0, 0]",8,"[0, 1, 2, 3, 4, 5, 6, 7]"
"[0, 0, 4, 4, 4]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[8, 1, 1, 1, 1]",6,"[0, 3, 4, 6, 7, 9]"
"[0, 0, 0, 0, 12]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 8]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 6, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 3, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 4]",7,"[0, 1, 2, 3, 4, 5, 9]"
"[3, 3, 3, 3, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 3, 3, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 4, 4]",9,"[0, 1, 2, 4, 5, 6, 7, 8, 9]"
"[7, 1, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[11, 0, 0, 0, 0]",8,"[0, 1, 2, 3, 4, 5, 8, 9]"
"[4, 4, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 2, 2, 2, 2]",7,"[0, 2, 3, 4, 5, 8, 9]"
"[0, 0, 0, 0, 11]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 7]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 2, 2, 2, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[10, 0, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 6]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 5, 0, 0, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[6, 1, 1, 1, 1]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 0, 10]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 0, 5, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 2, 2, 2, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[1, 1, 1, 1, 5]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 0, 3, 3, 3]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
