pattern,support,sequences
"[2, 7, 1, 7, 10]",3,"[4, 5, 8]"
"[9, 11, 4, 1, 2]",3,"[3, 4, 5]"
"[7, 1, 0, 6, 13]",7,"[0, 1, 4, 5, 6, 8, 9]"
"[6, 7, 1, 2, 11]",6,"[0, 1, 4, 5, 8, 9]"
"[0, 2, 11, 10, 4]",3,"[5, 6, 7]"
"[7, 1, 2, 8, 9]",3,"[3, 7, 9]"
"[0, 6, 2, 9, 10]",3,"[3, 5, 8]"
"[1, 0, 8, 17, 1]",4,"[0, 5, 6, 8]"
"[11, 4, 0, 2, 10]",3,"[0, 5, 6]"
"[1, 2, 9, 11, 4]",3,"[0, 5, 6]"
"[5, 3, 8, 3, 8]",3,"[2, 4, 9]"
"[4, 1, 6, 13, 3]",3,"[3, 4, 5]"
"[2, 11, 6, 2, 6]",3,"[4, 5, 8]"
"[1, 0, 6, 14, 6]",3,"[4, 5, 7]"
"[8, 12, 4, 0, 3]",3,"[3, 6, 7]"
"[0, 8, 10, 4, 5]",3,"[3, 4, 7]"
"[0, 6, 2, 6, 13]",7,"[0, 1, 3, 4, 5, 6, 9]"
"[8, 12, 4, 3, 0]",3,"[3, 5, 6]"
"[6, 13, 3, 0, 5]",6,"[0, 1, 3, 4, 5, 8]"
"[0, 2, 9, 10, 6]",4,"[1, 5, 6, 8]"
"[2, 9, 11, 4, 1]",5,"[0, 4, 5, 6, 8]"
"[2, 11, 4, 7, 3]",3,"[1, 2, 5]"
"[3, 0, 5, 9, 10]",3,"[4, 5, 9]"
"[2, 12, 4, 5, 4]",3,"[3, 4, 7]"
"[7, 10, 9, 1, 0]",4,"[0, 1, 5, 7]"
"[9, 11, 4, 3, 0]",3,"[5, 6, 7]"
"[7, 1, 2, 11, 6]",5,"[0, 2, 4, 5, 9]"
"[5, 9, 1, 0, 12]",4,"[0, 3, 8, 9]"
"[4, 8, 10, 4, 1]",4,"[1, 2, 4, 8]"
"[9, 1, 2, 11, 4]",5,"[0, 4, 6, 8, 9]"
"[2, 6, 2, 11, 6]",5,"[0, 1, 5, 8, 9]"
"[9, 1, 0, 8, 9]",3,"[0, 4, 7]"
"[9, 10, 6, 2, 0]",3,"[4, 5, 8]"
"[0, 6, 2, 10, 9]",4,"[0, 1, 4, 9]"
"[8, 3, 8, 0, 8]",3,"[1, 2, 3]"
"[0, 5, 11, 4, 7]",3,"[0, 4, 7]"
"[0, 5, 9, 1, 12]",3,"[0, 3, 5]"
"[4, 5, 8, 9, 1]",3,"[0, 3, 4]"
"[2, 11, 6, 7, 1]",7,"[0, 1, 4, 5, 7, 8, 9]"
"[6, 7, 10, 4, 0]",3,"[1, 5, 6]"
"[3, 8, 12, 4, 0]",3,"[3, 4, 7]"
"[0, 12, 6, 2, 7]",3,"[0, 2, 3]"
"[0, 3, 8, 10, 6]",4,"[3, 4, 5, 8]"
"[10, 4, 1, 2, 10]",4,"[4, 5, 6, 7]"
"[0, 3, 5, 9, 10]",4,"[0, 1, 4, 5]"
"[1, 0, 8, 12, 6]",6,"[0, 1, 4, 5, 7, 9]"
"[5, 4, 1, 12, 4]",5,"[1, 2, 5, 6, 9]"
"[2, 0, 8, 12, 4]",3,"[1, 4, 5]"
"[2, 9, 11, 4, 0]",3,"[1, 5, 6]"
"[2, 6, 2, 10, 6]",4,"[0, 3, 4, 6]"
"[12, 6, 7, 1, 0]",4,"[2, 4, 6, 7]"
"[0, 2, 9, 11, 4]",4,"[0, 4, 5, 8]"
"[11, 10, 4, 1, 0]",6,"[0, 1, 3, 4, 7, 8]"
"[1, 0, 8, 17, 0]",3,"[4, 6, 9]"
"[13, 3, 0, 3, 7]",3,"[3, 7, 8]"
"[8, 0, 2, 12, 4]",3,"[1, 5, 8]"
"[0, 2, 11, 6, 7]",7,"[0, 1, 4, 5, 7, 8, 9]"
"[12, 4, 5, 4, 1]",4,"[0, 3, 4, 5]"
"[2, 10, 6, 7, 1]",3,"[4, 5, 8]"
"[1, 2, 10, 6, 7]",4,"[3, 4, 5, 8]"
"[10, 6, 7, 1, 2]",5,"[1, 4, 5, 8, 9]"
"[0, 6, 13, 3, 4]",3,"[5, 6, 7]"
"[9, 1, 0, 12, 4]",3,"[0, 2, 8]"
"[6, 13, 1, 0, 6]",3,"[0, 3, 6]"
"[13, 4, 1, 0, 8]",3,"[4, 5, 9]"
"[10, 4, 0, 5, 7]",3,"[0, 7, 8]"
"[3, 5, 8, 9, 1]",4,"[0, 5, 8, 9]"
"[7, 1, 0, 8, 10]",4,"[3, 5, 7, 8]"
"[2, 11, 4, 5, 4]",4,"[3, 4, 6, 8]"
"[4, 5, 12, 4, 1]",5,"[0, 3, 4, 5, 6]"
"[0, 1, 0, 23, 2]",3,"[4, 5, 7]"
"[9, 10, 4, 0, 3]",4,"[0, 3, 4, 9]"
"[1, 0, 5, 9, 11]",3,"[4, 5, 9]"
"[6, 13, 4, 1, 2]",4,"[0, 2, 5, 8]"
"[0, 8, 17, 1, 0]",5,"[0, 4, 5, 6, 8]"
"[1, 12, 4, 5, 4]",3,"[3, 4, 5]"
"[4, 1, 2, 10, 9]",5,"[3, 4, 5, 7, 8]"
"[3, 0, 6, 13, 4]",5,"[0, 3, 5, 6, 7]"
"[1, 0, 5, 8, 12]",4,"[3, 4, 5, 9]"
"[11, 6, 7, 0, 2]",4,"[5, 7, 8, 9]"
"[0, 5, 7, 10, 4]",3,"[3, 5, 6]"
"[8, 0, 2, 10, 6]",3,"[1, 4, 8]"
"[2, 11, 6, 7, 0]",4,"[0, 7, 8, 9]"
"[0, 5, 12, 4, 5]",3,"[0, 3, 7]"
"[12, 4, 7, 1, 2]",4,"[0, 1, 4, 7]"
"[4, 1, 2, 6, 13]",5,"[1, 3, 5, 6, 8]"
"[17, 1, 0, 5, 3]",3,"[0, 5, 6]"
"[6, 13, 4, 3, 0]",4,"[1, 4, 5, 7]"
"[1, 0, 23, 2, 0]",3,"[1, 4, 7]"
"[2, 9, 10, 4, 1]",5,"[0, 3, 4, 5, 7]"
"[1, 0, 12, 6, 7]",3,"[4, 5, 6]"
"[0, 1, 0, 8, 17]",5,"[4, 5, 6, 8, 9]"
"[9, 1, 2, 10, 4]",3,"[2, 4, 5]"
"[9, 10, 4, 3, 0]",6,"[0, 1, 3, 4, 5, 9]"
"[6, 2, 10, 6, 2]",8,"[0, 1, 3, 4, 5, 6, 8, 9]"
"[5, 9, 1, 2, 9]",3,"[0, 3, 4]"
"[0, 6, 13, 4, 3]",3,"[1, 5, 7]"
"[8, 10, 6, 2, 0]",3,"[0, 8, 9]"
"[13, 3, 8, 0, 2]",3,"[0, 4, 8]"
"[0, 5, 4, 8, 9]",3,"[0, 3, 4]"
"[1, 2, 9, 10, 4]",4,"[3, 5, 7, 9]"
"[17, 1, 0, 2, 6]",3,"[6, 8, 9]"
"[17, 1, 0, 3, 5]",3,"[0, 3, 8]"
"[10, 6, 7, 0, 3]",3,"[3, 5, 6]"
"[1, 2, 6, 13, 4]",5,"[1, 4, 5, 8, 9]"
"[8, 0, 8, 9, 1]",3,"[0, 4, 9]"
"[6, 1, 0, 6, 13]",4,"[0, 4, 6, 9]"
"[9, 10, 4, 1, 2]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[2, 6, 13, 4, 1]",8,"[2, 3, 4, 5, 6, 7, 8, 9]"
"[12, 4, 1, 2, 6]",4,"[0, 2, 6, 7]"
"[9, 10, 4, 0, 2]",5,"[3, 4, 5, 6, 9]"
"[8, 0, 12, 4, 1]",3,"[3, 5, 6]"
"[5, 10, 9, 1, 0]",3,"[0, 6, 7]"
"[12, 4, 1, 3, 5]",3,"[3, 5, 9]"
"[0, 2, 6, 13, 4]",7,"[0, 2, 4, 5, 6, 7, 9]"
"[7, 0, 8, 9, 1]",5,"[0, 3, 4, 5, 8]"
"[12, 4, 1, 7, 1]",3,"[2, 4, 6]"
"[11, 4, 7, 1, 2]",3,"[3, 4, 5]"
"[3, 0, 2, 9, 11]",3,"[2, 3, 5]"
"[4, 11, 4, 5, 1]",3,"[1, 3, 9]"
"[1, 0, 5, 9, 10]",4,"[0, 4, 5, 6]"
"[6, 13, 3, 0, 3]",7,"[0, 3, 5, 6, 7, 8, 9]"
"[1, 0, 8, 12, 4]",6,"[0, 4, 5, 6, 7, 8]"
"[0, 8, 0, 8, 9]",3,"[0, 3, 4]"
"[3, 6, 13, 3, 0]",3,"[2, 5, 7]"
"[7, 10, 6, 2, 0]",4,"[0, 1, 4, 6]"
"[5, 1, 0, 6, 13]",3,"[2, 3, 8]"
"[12, 6, 2, 0, 5]",3,"[1, 4, 5]"
"[2, 6, 13, 3, 1]",3,"[0, 2, 6]"
"[5, 4, 0, 12, 4]",3,"[4, 5, 6]"
"[0, 8, 12, 4, 1]",7,"[0, 2, 3, 4, 5, 6, 7]"
"[0, 2, 10, 6, 7]",3,"[3, 5, 6]"
"[5, 3, 0, 8, 9]",3,"[2, 3, 8]"
"[10, 4, 3, 7, 1]",3,"[3, 5, 6]"
"[10, 9, 1, 0, 5]",3,"[1, 4, 5]"
"[6, 1, 2, 12, 4]",3,"[0, 4, 5]"
"[0, 5, 11, 4, 5]",3,"[1, 6, 9]"
"[8, 10, 4, 3, 0]",4,"[2, 3, 4, 7]"
"[10, 6, 7, 0, 2]",4,"[3, 4, 5, 8]"
"[1, 2, 6, 13, 3]",6,"[0, 3, 5, 6, 7, 8]"
"[2, 10, 9, 1, 3]",3,"[3, 5, 7]"
"[13, 4, 0, 8, 0]",3,"[1, 2, 5]"
"[7, 1, 0, 12, 5]",3,"[1, 5, 6]"
"[1, 7, 0, 8, 9]",3,"[4, 6, 8]"
"[5, 8, 9, 1, 2]",4,"[0, 3, 4, 9]"
"[12, 4, 1, 0, 8]",5,"[3, 4, 5, 6, 8]"
"[2, 6, 2, 11, 4]",4,"[3, 4, 7, 9]"
"[8, 12, 4, 1, 0]",6,"[0, 3, 4, 5, 6, 7]"
"[0, 3, 8, 10, 4]",3,"[3, 4, 5]"
"[8, 10, 4, 1, 2]",3,"[1, 4, 8]"
"[5, 7, 0, 5, 8]",3,"[1, 3, 4]"
"[7, 1, 2, 11, 4]",3,"[0, 1, 5]"
"[0, 2, 9, 10, 4]",3,"[3, 4, 5]"
"[1, 12, 4, 1, 7]",3,"[2, 4, 7]"
"[0, 12, 4, 5, 4]",3,"[0, 4, 7]"
"[3, 0, 8, 10, 4]",3,"[3, 4, 7]"
"[14, 6, 2, 1, 2]",3,"[2, 4, 7]"
"[7, 1, 0, 8, 9]",4,"[1, 3, 8, 9]"
"[7, 1, 3, 0, 14]",3,"[6, 7, 9]"
"[6, 1, 0, 12, 6]",3,"[0, 4, 6]"
"[2, 6, 13, 4, 0]",7,"[0, 1, 2, 4, 5, 6, 8]"
"[6, 13, 3, 1, 2]",3,"[0, 2, 5]"
"[11, 6, 7, 1, 0]",4,"[4, 6, 8, 9]"
"[2, 10, 4, 5, 4]",3,"[1, 3, 5]"
"[2, 11, 4, 3, 5]",3,"[5, 6, 8]"
"[0, 8, 10, 4, 3]",4,"[2, 3, 6, 7]"
"[0, 3, 5, 8, 9]",3,"[0, 8, 9]"
"[11, 4, 7, 0, 3]",3,"[0, 5, 6]"
"[8, 0, 2, 11, 4]",4,"[1, 2, 7, 8]"
"[4, 1, 0, 8, 12]",5,"[3, 4, 5, 6, 7]"
"[2, 10, 6, 7, 0]",4,"[3, 4, 5, 6]"
"[8, 3, 0, 5, 9]",4,"[2, 3, 8, 9]"
"[12, 4, 3, 0, 6]",3,"[3, 5, 6]"
"[2, 11, 4, 7, 1]",3,"[3, 4, 8]"
"[0, 6, 2, 11, 6]",4,"[4, 5, 8, 9]"
"[6, 13, 1, 0, 5]",4,"[0, 4, 5, 8]"
"[1, 0, 9, 11, 4]",3,"[5, 6, 9]"
"[6, 13, 4, 0, 2]",4,"[1, 4, 5, 8]"
"[5, 7, 1, 2, 10]",3,"[3, 4, 5]"
"[9, 11, 4, 1, 0]",8,"[0, 1, 3, 4, 5, 6, 8, 9]"
"[3, 0, 6, 13, 3]",7,"[0, 1, 4, 5, 6, 7, 8]"
"[2, 9, 10, 4, 0]",3,"[3, 4, 5]"
"[6, 7, 0, 2, 9]",3,"[3, 5, 8]"
"[2, 1, 12, 4, 5]",3,"[0, 5, 9]"
"[13, 3, 7, 1, 0]",4,"[0, 1, 2, 8]"
"[13, 3, 0, 2, 6]",7,"[2, 3, 4, 5, 6, 7, 9]"
"[0, 6, 13, 4, 1]",8,"[0, 1, 2, 3, 4, 5, 7, 9]"
"[14, 0, 9, 1, 0]",3,"[4, 5, 7]"
"[2, 6, 13, 1, 2]",3,"[5, 6, 9]"
"[2, 6, 2, 10, 4]",4,"[2, 4, 5, 9]"
"[0, 2, 11, 4, 7]",5,"[2, 3, 5, 6, 8]"
"[0, 3, 5, 12, 4]",3,"[0, 3, 5]"
"[0, 9, 10, 4, 1]",3,"[0, 5, 9]"
"[10, 4, 7, 1, 2]",3,"[2, 4, 6]"
"[6, 7, 3, 7, 1]",3,"[3, 5, 8]"
"[2, 6, 13, 3, 0]",9,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
"[0, 8, 12, 4, 0]",3,"[4, 6, 8]"
"[0, 5, 0, 6, 13]",3,"[1, 3, 6]"
"[11, 6, 2, 0, 5]",3,"[1, 4, 8]"
"[4, 8, 9, 1, 2]",4,"[1, 3, 4, 5]"
"[10, 4, 7, 3, 0]",3,"[0, 3, 5]"
"[1, 2, 10, 4, 7]",4,"[1, 4, 5, 8]"
"[6, 13, 4, 0, 1]",3,"[0, 4, 5]"
"[5, 4, 10, 4, 1]",3,"[1, 3, 7]"
"[2, 0, 6, 13, 3]",3,"[0, 3, 4]"
"[1, 0, 9, 10, 4]",3,"[4, 5, 9]"
"[0, 5, 11, 6, 2]",3,"[0, 4, 9]"
"[6, 2, 11, 4, 1]",4,"[2, 3, 5, 9]"
"[4, 7, 1, 2, 10]",3,"[1, 4, 6]"
"[3, 0, 2, 10, 9]",3,"[3, 4, 5]"
"[10, 6, 7, 1, 0]",4,"[1, 3, 5, 8]"
"[3, 1, 0, 8, 12]",3,"[5, 6, 7]"
"[7, 10, 4, 1, 2]",3,"[0, 3, 9]"
"[11, 4, 1, 2, 6]",3,"[1, 3, 9]"
"[5, 8, 3, 0, 8]",4,"[3, 4, 6, 7]"
"[4, 6, 13, 1, 0]",3,"[4, 5, 8]"
"[1, 0, 2, 11, 10]",3,"[0, 5, 6]"
"[2, 0, 8, 10, 4]",4,"[1, 4, 5, 7]"
"[2, 10, 4, 7, 1]",7,"[1, 2, 4, 5, 6, 7, 8]"
"[0, 6, 2, 10, 6]",4,"[0, 5, 6, 9]"
"[10, 4, 7, 0, 3]",3,"[2, 5, 6]"
"[9, 1, 3, 8, 3]",3,"[0, 2, 7]"
"[2, 1, 2, 9, 10]",4,"[0, 3, 4, 5]"
"[7, 1, 0, 5, 11]",3,"[0, 6, 7]"
"[1, 0, 6, 13, 4]",6,"[0, 1, 4, 5, 6, 9]"
"[2, 10, 9, 1, 2]",3,"[3, 4, 5]"
"[4, 1, 0, 6, 13]",5,"[1, 4, 5, 6, 8]"
"[11, 4, 1, 0, 8]",3,"[1, 2, 9]"
"[11, 6, 1, 0, 6]",3,"[4, 6, 7]"
"[19, 2, 1, 0, 2]",3,"[2, 3, 4]"
"[7, 1, 2, 10, 4]",7,"[0, 1, 3, 4, 5, 6, 7]"
"[0, 2, 8, 10, 4]",3,"[1, 4, 5]"
"[6, 13, 3, 0, 2]",8,"[2, 3, 4, 5, 6, 7, 8, 9]"
"[3, 0, 2, 6, 13]",6,"[2, 3, 4, 5, 6, 9]"
"[13, 3, 0, 6, 2]",4,"[0, 3, 5, 8]"
"[1, 0, 5, 12, 6]",3,"[1, 5, 8]"
"[1, 0, 3, 8, 12]",6,"[0, 4, 5, 6, 7, 9]"
"[7, 10, 4, 3, 0]",3,"[0, 5, 6]"
"[8, 0, 2, 10, 4]",4,"[3, 4, 5, 8]"
"[5, 12, 4, 1, 2]",3,"[0, 3, 6]"
"[3, 0, 3, 17, 1]",3,"[2, 6, 8]"
"[0, 8, 0, 12, 4]",4,"[2, 3, 4, 5]"
"[1, 2, 12, 4, 5]",4,"[1, 3, 4, 5]"
"[6, 13, 4, 1, 0]",10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"[4, 7, 1, 0, 12]",4,"[0, 1, 3, 5]"
"[13, 3, 5, 1, 2]",3,"[0, 3, 5]"
"[2, 10, 4, 5, 3]",3,"[3, 4, 5]"
"[2, 1, 2, 6, 13]",3,"[4, 8, 9]"
"[9, 10, 4, 1, 0]",7,"[0, 3, 4, 5, 6, 7, 9]"
"[11, 4, 1, 3, 5]",3,"[1, 6, 9]"
"[17, 1, 0, 5, 1]",4,"[0, 6, 8, 9]"
"[2, 10, 4, 1, 7]",3,"[1, 4, 6]"
"[8, 0, 12, 4, 0]",3,"[2, 4, 5]"
"[0, 2, 10, 9, 3]",4,"[3, 4, 5, 9]"
"[3, 17, 1, 0, 3]",6,"[0, 1, 2, 6, 8, 9]"
"[0, 2, 6, 13, 3]",8,"[0, 2, 3, 4, 5, 6, 8, 9]"
"[7, 1, 0, 12, 4]",6,"[2, 3, 4, 5, 6, 7]"
"[6, 2, 10, 4, 1]",4,"[0, 2, 4, 5]"
"[3, 8, 9, 3, 0]",4,"[3, 4, 5, 9]"
"[6, 13, 1, 3, 0]",6,"[0, 1, 2, 6, 7, 9]"
"[1, 2, 11, 4, 5]",6,"[0, 4, 5, 6, 8, 9]"
"[1, 0, 5, 7, 10]",3,"[3, 5, 6]"
"[0, 6, 13, 4, 0]",3,"[1, 4, 6]"
"[2, 0, 2, 6, 13]",6,"[3, 4, 5, 7, 8, 9]"
"[8, 10, 4, 1, 0]",6,"[0, 1, 2, 4, 5, 7]"
"[0, 6, 13, 3, 1]",4,"[3, 4, 6, 8]"
"[1, 2, 0, 8, 12]",4,"[1, 4, 5, 8]"
"[10, 4, 1, 0, 8]",5,"[2, 3, 4, 5, 7]"
"[6, 13, 1, 0, 3]",8,"[0, 1, 2, 4, 5, 6, 8, 9]"
"[10, 9, 1, 2, 1]",5,"[1, 4, 5, 8, 9]"
"[11, 4, 5, 3, 0]",3,"[1, 2, 6]"
"[6, 13, 3, 1, 0]",5,"[3, 4, 5, 6, 8]"
"[3, 0, 6, 13, 1]",4,"[0, 2, 3, 6]"
"[2, 6, 2, 6, 7]",3,"[1, 4, 5]"
"[5, 9, 1, 7, 1]",3,"[5, 8, 9]"
"[1, 2, 1, 6, 13]",4,"[0, 4, 5, 8]"
"[4, 1, 2, 12, 4]",3,"[0, 5, 8]"
"[7, 10, 4, 0, 2]",3,"[4, 5, 8]"
"[4, 1, 0, 12, 6]",3,"[1, 4, 5]"
"[9, 1, 0, 2, 11]",3,"[3, 5, 8]"
"[0, 6, 13, 1, 3]",3,"[0, 1, 6]"
"[1, 0, 6, 13, 3]",8,"[0, 3, 4, 5, 6, 7, 8, 9]"
"[2, 1, 0, 8, 12]",3,"[4, 7, 8]"
"[3, 7, 1, 0, 12]",3,"[0, 3, 6]"
"[1, 7, 10, 4, 1]",3,"[4, 5, 7]"
"[7, 1, 0, 5, 10]",3,"[3, 5, 6]"
"[8, 9, 1, 0, 5]",3,"[0, 3, 4]"
"[5, 8, 9, 1, 0]",3,"[0, 3, 4]"
"[5, 1, 0, 5, 12]",5,"[0, 1, 3, 6, 7]"
"[3, 0, 2, 12, 6]",7,"[0, 2, 3, 4, 5, 6, 9]"
"[5, 0, 2, 10, 6]",3,"[0, 4, 7]"
"[10, 6, 2, 0, 5]",3,"[0, 8, 9]"
"[7, 0, 2, 10, 4]",3,"[4, 5, 6]"
"[9, 1, 0, 5, 8]",4,"[0, 1, 3, 4]"
"[1, 0, 2, 9, 11]",7,"[0, 2, 4, 5, 6, 8, 9]"
"[1, 6, 13, 3, 0]",3,"[0, 3, 8]"
"[11, 4, 5, 0, 3]",3,"[1, 5, 9]"
"[1, 2, 6, 13, 1]",3,"[5, 6, 9]"
"[0, 8, 10, 4, 1]",5,"[3, 4, 5, 7, 8]"
"[0, 3, 0, 3, 17]",4,"[2, 4, 6, 8]"
"[3, 8, 0, 2, 10]",3,"[4, 5, 8]"
"[0, 5, 4, 5, 9]",3,"[0, 3, 4]"
"[6, 2, 7, 1, 7]",4,"[1, 4, 7, 8]"
"[0, 3, 0, 8, 12]",3,"[0, 2, 3]"
"[11, 4, 7, 1, 0]",5,"[1, 3, 4, 5, 8]"
"[13, 4, 1, 0, 5]",3,"[2, 5, 7]"
"[10, 4, 1, 2, 6]",6,"[0, 1, 3, 4, 6, 8]"
"[1, 2, 10, 9, 1]",5,"[4, 6, 7, 8, 9]"
"[6, 13, 3, 0, 1]",7,"[0, 3, 4, 5, 6, 7, 8]"
"[0, 3, 17, 1, 2]",3,"[2, 8, 9]"
"[12, 6, 2, 1, 2]",3,"[0, 4, 5]"
"[0, 3, 5, 11, 4]",3,"[4, 6, 8]"
"[2, 12, 6, 2, 1]",3,"[2, 4, 5]"
"[0, 2, 10, 4, 7]",5,"[1, 2, 5, 6, 7]"
"[13, 5, 4, 1, 0]",3,"[3, 5, 6]"
"[2, 0, 3, 8, 10]",3,"[3, 4, 8]"
"[0, 5, 8, 9, 1]",3,"[0, 3, 4]"
"[1, 0, 5, 8, 9]",5,"[0, 1, 3, 4, 5]"
"[2, 0, 2, 9, 10]",5,"[1, 3, 4, 5, 6]"
"[3, 8, 0, 5, 7]",3,"[3, 5, 6]"
"[2, 0, 2, 10, 9]",4,"[1, 4, 5, 8]"
"[0, 2, 12, 4, 5]",5,"[1, 3, 4, 5, 7]"
"[10, 4, 1, 7, 1]",3,"[4, 5, 6]"
"[10, 9, 1, 0, 3]",5,"[0, 4, 5, 6, 7]"
"[10, 4, 7, 0, 2]",3,"[1, 4, 5]"
"[1, 0, 13, 5, 4]",3,"[0, 5, 7]"
"[11, 4, 0, 6, 2]",3,"[0, 8, 9]"
"[2, 12, 4, 0, 5]",3,"[0, 3, 5]"
"[2, 1, 12, 6, 2]",3,"[1, 4, 5]"
"[3, 8, 9, 1, 2]",4,"[2, 4, 5, 8]"
"[4, 0, 2, 11, 6]",5,"[0, 1, 3, 4, 5]"
"[0, 5, 8, 3, 7]",3,"[0, 4, 6]"
"[1, 0, 8, 10, 4]",6,"[3, 4, 5, 6, 7, 8]"
"[10, 4, 7, 1, 0]",8,"[0, 1, 3, 4, 5, 6, 7, 8]"
"[0, 1, 2, 6, 13]",3,"[4, 5, 7]"
"[11, 4, 1, 0, 6]",4,"[1, 5, 6, 8]"
"[10, 4, 0, 5, 3]",3,"[1, 3, 5]"
"[4, 1, 2, 11, 4]",6,"[1, 3, 4, 5, 6, 7]"
"[0, 3, 0, 6, 13]",7,"[0, 3, 4, 5, 6, 7, 8]"
"[2, 1, 0, 6, 13]",7,"[0, 3, 4, 5, 6, 8, 9]"
"[10, 4, 3, 0, 5]",3,"[0, 3, 5]"
"[13, 1, 0, 8, 0]",3,"[4, 8, 9]"
"[1, 0, 3, 17, 1]",3,"[0, 8, 9]"
"[0, 8, 0, 2, 12]",3,"[5, 8, 9]"
"[1, 0, 12, 4, 5]",5,"[0, 2, 3, 5, 6]"
"[0, 5, 12, 4, 1]",4,"[3, 4, 5, 6]"
"[12, 4, 1, 0, 5]",6,"[0, 1, 3, 4, 5, 6]"
"[13, 3, 0, 5, 1]",3,"[0, 2, 8]"
"[1, 2, 11, 6, 2]",5,"[0, 3, 4, 5, 8]"
"[5, 12, 4, 1, 0]",4,"[0, 4, 5, 6]"
"[6, 2, 6, 7, 1]",5,"[0, 1, 4, 5, 8]"
"[0, 8, 10, 4, 0]",4,"[4, 5, 7, 8]"
"[6, 7, 3, 0, 6]",3,"[2, 5, 8]"
"[6, 7, 1, 0, 8]",5,"[1, 3, 4, 7, 8]"
"[1, 2, 10, 4, 5]",4,"[0, 1, 4, 5]"
"[3, 0, 11, 6, 2]",4,"[3, 4, 7, 8]"
"[0, 2, 10, 9, 1]",8,"[1, 3, 4, 5, 6, 7, 8, 9]"
"[13, 1, 0, 7, 1]",3,"[2, 6, 9]"
"[2, 0, 6, 13, 1]",3,"[0, 4, 8]"
"[12, 4, 5, 1, 0]",4,"[2, 3, 5, 7]"
"[5, 3, 0, 5, 9]",4,"[0, 3, 4, 5]"
"[3, 8, 3, 7, 1]",4,"[0, 2, 7, 8]"
"[2, 10, 9, 1, 0]",5,"[3, 5, 6, 8, 9]"
"[0, 1, 0, 3, 18]",5,"[0, 1, 5, 7, 9]"
"[1, 2, 0, 6, 13]",3,"[4, 8, 9]"
"[0, 5, 9, 1, 7]",5,"[0, 5, 6, 7, 8]"
"[12, 4, 5, 0, 1]",5,"[4, 5, 6, 7, 9]"
"[12, 6, 1, 0, 3]",4,"[1, 4, 5, 8]"
"[0, 2, 11, 4, 5]",4,"[3, 4, 5, 6]"
"[2, 11, 4, 0, 5]",3,"[4, 6, 8]"
"[3, 0, 2, 11, 6]",5,"[1, 4, 5, 7, 8]"
"[5, 0, 3, 5, 9]",3,"[0, 1, 3]"
"[1, 2, 12, 4, 3]",3,"[0, 3, 5]"
"[3, 0, 12, 4, 3]",3,"[3, 6, 8]"
"[0, 1, 2, 9, 10]",5,"[1, 5, 6, 7, 9]"
"[11, 6, 2, 1, 2]",4,"[0, 5, 8, 9]"
"[11, 6, 2, 0, 3]",3,"[2, 7, 8]"
"[0, 6, 13, 3, 0]",8,"[0, 3, 4, 5, 6, 7, 8, 9]"
"[4, 1, 12, 4, 1]",4,"[1, 2, 5, 7]"
"[0, 14, 7, 1, 0]",3,"[0, 7, 8]"
"[6, 2, 1, 2, 11]",4,"[0, 4, 8, 9]"
"[1, 0, 2, 10, 9]",5,"[3, 4, 5, 6, 9]"
"[5, 1, 0, 12, 4]",4,"[0, 3, 5, 6]"
"[4, 7, 3, 0, 8]",3,"[0, 1, 5]"
"[1, 0, 2, 9, 10]",4,"[3, 4, 5, 8]"
"[7, 1, 0, 2, 12]",5,"[0, 2, 3, 4, 6]"
"[1, 0, 5, 12, 4]",6,"[0, 3, 4, 5, 6, 7]"
"[8, 9, 3, 0, 2]",5,"[1, 3, 4, 5, 9]"
"[5, 4, 1, 0, 12]",3,"[3, 4, 5]"
"[0, 2, 6, 14, 0]",3,"[4, 5, 8]"
"[7, 1, 0, 5, 9]",4,"[0, 5, 7, 8]"
"[2, 1, 2, 11, 6]",3,"[0, 4, 8]"
"[13, 1, 0, 5, 3]",3,"[0, 7, 8]"
"[0, 5, 0, 8, 9]",4,"[3, 4, 6, 7]"
"[2, 6, 13, 1, 0]",7,"[0, 1, 4, 5, 6, 8, 9]"
"[1, 0, 2, 6, 13]",9,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
"[5, 10, 4, 3, 0]",3,"[0, 3, 6]"
"[12, 6, 2, 0, 2]",3,"[1, 4, 7]"
"[1, 2, 6, 2, 11]",7,"[0, 1, 4, 5, 7, 8, 9]"
"[0, 2, 12, 6, 2]",4,"[0, 2, 8, 9]"
"[9, 1, 0, 2, 10]",5,"[2, 3, 5, 8, 9]"
"[10, 9, 1, 0, 2]",6,"[0, 3, 5, 6, 8, 9]"
"[0, 6, 13, 1, 2]",5,"[0, 4, 5, 8, 9]"
"[7, 10, 4, 1, 0]",4,"[1, 4, 5, 7]"
"[5, 1, 2, 10, 4]",3,"[1, 5, 9]"
"[6, 7, 1, 2, 6]",4,"[1, 4, 8, 9]"
"[6, 13, 1, 0, 2]",9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]"
"[4, 1, 0, 8, 9]",6,"[1, 2, 4, 6, 8, 9]"
"[0, 1, 2, 10, 9]",4,"[4, 5, 6, 8]"
